EmpID,StartDate,ExitDate,Total Employment Time,DOB,Age at Termination Date,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
2030,2019-04-26,2019-05-13,17 days 00:00:00,1982-08-13,36,Production Technician I,Nicole Rodriguez,PYZ,Active,Full-Time,Zone B,Full-Time,Resignation,Production       ,Wireline Construction,MA,Operator,Female,Asian,Married,Fully Meets,3
2031,2022-02-19,2023-04-05,410 days 00:00:00,1977-06-16,45,Production Technician I,Mary Clark,WBL,Active,Full-Time,Zone C,Full-Time,Involuntary,Production       ,Project Management - Con,MA,Manager,Male,Asian,Married,Fully Meets,3
2032,2022-04-16,2022-12-25,253 days 00:00:00,1996-11-05,26,Production Technician I,Daniel Stafford,NEL,Active,Contract,Zone C,Part-Time,Retirement,Production       ,Field Operations,MA,Technician,Male,Asian,Divorced,Fully Meets,3
2033,2022-05-12,,Active,1991-01-28,,Production Technician I,Christopher White,PL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,General - Con,MA,Laborer,Female,White,Divorced,Fully Meets,3
2034,2021-08-26,2023-08-03,707 days 00:00:00,1947-01-19,76,Production Technician I,Randall Hill,BPC,Active,Full-Time,Zone C,Part-Time,Voluntary,Production       ,Field Operations,MA,Driver,Female,Asian,Married,Fully Meets,3
2035,2020-06-06,2021-11-23,535 days 00:00:00,2001-03-14,20,Production Technician I,Alicia Horton,CCDR,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Aerial,MA,Lineman,Female,Asian,Married,Fully Meets,3
2036,2022-06-26,,Active,1942-02-18,,Production Technician I,Melinda Brown,SVG,Active,Contract,Zone A,Part-Time,Active,Production       ,Aerial,MA,Laborer,Female,Asian,Single,Fully Meets,3
2037,2021-01-09,2022-05-14,490 days 00:00:00,1945-08-27,76,Production Technician I,Keith Morrison,EW,Active,Contract,Zone C,Full-Time,Involuntary,Production       ,General - Con,MA,Clerk,Female,White,Married,Fully Meets,3
2038,2018-09-02,,Active,2001-05-04,,Production Technician I,Pamela Calderon,MSC,Active,Part-Time,Zone A,Temporary,Active,Production       ,Splicing,MA,Foreman,Female,Black,Married,Fully Meets,3
2039,2022-04-22,,Active,1957-10-04,,Production Technician I,Andrea Riley,TNS,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Operator,Female,White,Single,Fully Meets,3
2040,2021-12-05,2023-06-26,568 days 00:00:00,1949-12-04,73,Production Technician II,Eric Walton,NEL,Future Start,Contract,Zone B,Temporary,Involuntary,Production       ,General - Con,MA,Lineman,Female,Other,Divorced,Fully Meets,3
2041,2022-09-13,,Active,1997-04-18,,Production Technician II,Tina Jenkins,PL,Active,Part-Time,Zone C,Part-Time,Active,Production       ,General - Con,MA,Laborer,Female,Black,Single,Fully Meets,3
2042,2019-11-24,,Active,1992-02-29,,Production Technician II,Logan Middleton,BPC,Active,Part-Time,Zone C,Part-Time,Active,Production       ,General - Con,MA,Technician,Female,White,Married,Fully Meets,3
2043,2020-03-19,,Active,1967-09-21,,Production Technician II,Michelle Coleman,CCDR,Active,Contract,Zone C,Part-Time,Active,Production       ,Isp,MA,Technician,Female,White,Married,Fully Meets,3
2044,2022-09-14,,Active,1992-02-20,,Production Technician II,Christina Baldwin,SVG,Active,Contract,Zone C,Full-Time,Active,Production       ,Wireline Construction,MA,Operator,Female,Black,Married,Fully Meets,3
2045,2021-09-21,,Active,1976-11-19,,Production Technician II,Ricky Reyes,EW,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Fielders,MA,Engineer,Female,Other,Divorced,Fully Meets,3
2046,2020-05-22,,Active,1948-10-26,,Production Technician II,Rachel Nicholson,MSC,Active,Part-Time,Zone C,Part-Time,Active,Production       ,Project Management - Con,MA,Manager,Female,Asian,Widowed,Fully Meets,3
2047,2022-12-13,,Active,1966-08-23,,Production Technician II,Jacob Smith,TNS,Active,Contract,Zone A,Part-Time,Active,Production       ,Aerial,MA,Laborer,Female,White,Single,Fully Meets,3
2048,2022-02-07,,Active,1995-04-06,,Production Technician II,Adam Bates,PYZ,Active,Contract,Zone B,Part-Time,Active,Production       ,Aerial,MA,Laborer,Female,Asian,Married,Fully Meets,3
2049,2020-10-06,,Active,1942-05-07,,Production Technician II,Thomas Richard,WBL,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,MA,Laborer,Female,Asian,Widowed,Fully Meets,3
2050,2022-01-11,2022-12-16,339 days 00:00:00,1953-02-03,69,Production Technician II,Lisa Smith,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Wireless,MA,Safety,Female,White,Widowed,Fully Meets,3
2051,2022-02-26,,Active,1999-04-13,,Production Technician I,Desiree Jennings,CCDR,Active,Part-Time,Zone C,Temporary,Active,Production       ,Field Operations,MA,Laborer,Female,Black,Single,Fully Meets,3
2052,2020-06-10,2022-11-13,886 days 00:00:00,1956-05-12,66,Production Technician I,Dr. Donald Henry,SVG,Active,Part-Time,Zone B,Part-Time,Involuntary,Production       ,Field Operations,MA,Laborer,Female,Hispanic,Married,Fully Meets,3
2053,2021-09-27,,Active,1989-02-09,,Production Technician I,Curtis Gonzales,EW,Active,Part-Time,Zone B,Temporary,Active,Production       ,Engineers,MA,Engineer,Female,White,Divorced,Fully Meets,3
2054,2018-10-25,2021-10-15,1086 days 00:00:00,1993-12-30,27,Production Technician I,Shawn Acosta,MSC,Active,Contract,Zone C,Temporary,Voluntary,Production       ,Project Management - Con,MA,Coordinator,Female,Black,Married,Fully Meets,3
2055,2020-11-25,,Active,1989-07-19,,Production Technician I,Jamie Hernandez,TNS,Active,Contract,Zone A,Full-Time,Active,Production       ,Engineers,MA,Executive,Female,White,Divorced,Fully Meets,3
2056,2020-04-17,2022-02-26,680 days 00:00:00,1957-07-25,64,Production Technician I,Abigail Cooper,PYZ,Active,Contract,Zone A,Full-Time,Voluntary,Production       ,Field Operations,MA,Laborer,Female,White,Divorced,Fully Meets,3
2057,2021-04-15,,Active,1964-12-14,,Production Technician I,Amanda Jones,WBL,Active,Contract,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Laborer,Male,Hispanic,Married,Fully Meets,3
2058,2022-04-17,2022-06-03,47 days 00:00:00,1984-01-13,38,Production Technician I,Stephanie Morales,NEL,Active,Full-Time,Zone A,Temporary,Resignation,Production       ,Field Operations,MA,Laborer,Male,White,Divorced,Fully Meets,3
2059,2023-07-29,2023-08-06,8 days 00:00:00,1987-07-27,36,Production Technician I,Sally Owens,PL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Production       ,General - Con,MA,Laborer,Female,White,Married,Fully Meets,3
2060,2023-01-26,,Active,1942-09-18,,Production Technician I,David Perkins,BPC,Active,Part-Time,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Tower Hand,Female,Asian,Divorced,Fully Meets,3
2061,2018-12-12,,Active,1946-08-06,,Production Technician I,Natasha Dennis,CCDR,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Engineers,MA,Field Project Manager,Female,Other,Married,Fully Meets,3
2062,2018-10-25,,Active,1950-07-18,,Production Technician I,Regina Roberts,SVG,Active,Contract,Zone C,Temporary,Active,Production       ,Project Management - Con,MA,Laborer,Female,Hispanic,Single,Fully Meets,3
2063,2021-05-20,,Active,1944-03-26,,Production Technician I,Raymond Johnson,EW,Active,Contract,Zone B,Full-Time,Active,Production       ,Aerial,MA,Groundman,Female,Hispanic,Married,Fully Meets,3
2064,2020-08-28,2020-12-26,120 days 00:00:00,1964-05-10,56,Production Technician I,Nicholas Freeman,MSC,Active,Part-Time,Zone C,Full-Time,Resignation,Production       ,Finance & Accounting,MA,Executive,Female,White,Single,Fully Meets,3
2065,2020-05-10,,Active,1972-02-29,,Production Technician II,Yesenia Sandoval,EW,Active,Contract,Zone C,Full-Time,Active,Production       ,Field Operations,MA,Laborer,Female,Other,Single,Fully Meets,3
2066,2023-08-04,2023-08-04,0 days 00:00:00,1989-05-25,34,Production Technician II,Lisa Bryant,MSC,Active,Contract,Zone A,Full-Time,Voluntary,Production       ,Project Management - Con,MA,Manager,Female,Asian,Single,Fully Meets,3
2067,2022-04-22,,Active,1949-10-20,,Production Technician II,Ariana Campbell MD,NEL,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Engineers,MA,Project Manager,Female,White,Divorced,Fully Meets,3
2068,2021-06-05,,Active,1962-09-07,,Production Technician II,William Mccall DDS,PL,Active,Contract,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Laborer,Female,White,Divorced,Fully Meets,3
2069,2022-06-29,,Active,1991-12-25,,Production Technician II,William Wagner,PYZ,Active,Full-Time,Zone C,Temporary,Active,Production       ,Wireline Construction,MA,Manager,Female,Other,Widowed,Fully Meets,3
2070,2022-07-02,,Active,1969-02-20,,Production Technician II,David Collins,SVG,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,MA,Operator,Female,White,Divorced,Fully Meets,3
2071,2023-01-04,,Active,1977-05-14,,Production Technician II,Jessica Matthews,TNS,Active,Contract,Zone A,Full-Time,Active,Production       ,Wireline Construction,MA,Laborer,Female,White,Widowed,Fully Meets,3
2072,2023-07-08,,Active,1980-09-07,,Production Technician II,William Walters,WBL,Active,Contract,Zone A,Temporary,Active,Production       ,Project Management - Con,MA,Engineer,Female,White,Single,Fully Meets,3
2073,2023-03-03,2023-08-06,156 days 00:00:00,1956-07-18,67,Production Technician II,Daniel Lee,PYZ,Active,Part-Time,Zone B,Full-Time,Involuntary,Production       ,Field Operations,MA,Manager,Female,Hispanic,Single,Fully Meets,3
2074,2019-08-19,,Active,1967-11-25,,Production Technician II,Michelle Williams,WBL,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Supervisor,Female,Hispanic,Widowed,Fully Meets,3
2075,2018-10-30,,Active,1976-10-13,,Production Technician I,Vicki Ortega,NEL,Active,Contract,Zone A,Full-Time,Active,Production       ,Project Management - Con,MA,Manager,Female,Other,Married,Fully Meets,3
2076,2021-12-07,2023-01-02,391 days 00:00:00,1943-07-27,79,Production Technician I,David Simpson,PL,Active,Full-Time,Zone A,Full-Time,Voluntary,Production       ,Field Operations,MA,Project Manager,Female,Black,Divorced,Fully Meets,3
2077,2020-11-18,2021-02-13,87 days 00:00:00,1943-12-25,77,Production Technician I,Christina Serrano,PYZ,Active,Full-Time,Zone A,Temporary,Resignation,Production       ,General - Con,MA,Foreman,Female,Asian,Married,Fully Meets,3
2078,2018-09-26,2019-10-15,384 days 00:00:00,1986-10-26,32,Production Technician I,Yolanda Sanders,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Production       ,Field Operations,MA,Laborer,Female,White,Single,Fully Meets,3
2079,2022-06-19,,Active,1956-06-12,,Production Technician I,Michael Potts,TNS,Active,Part-Time,Zone B,Part-Time,Active,Production       ,General - Con,MA,Flagger,Female,White,Married,Fully Meets,3
2080,2022-09-15,2023-02-14,152 days 00:00:00,1960-11-03,62,Production Technician I,Alexander Martin,WBL,Active,Contract,Zone B,Temporary,Involuntary,Production       ,Catv,MA,Supervisor,Female,Other,Married,Fully Meets,3
2081,2020-05-09,,Active,1988-06-08,,Production Technician I,Kaylee Gross,BPC,Active,Part-Time,Zone A,Temporary,Active,Production       ,Engineers,MA,Supervisor,Female,Asian,Married,Fully Meets,3
2082,2021-02-17,,Active,1961-01-08,,Production Technician I,Antonio Hayes,CCDR,Active,Contract,Zone C,Temporary,Active,Production       ,Field Operations,MA,Laborer,Male,Black,Single,Fully Meets,3
2083,2020-04-12,,Active,1981-05-16,,Production Technician I,Barbara Mendez,EW,Active,Contract,Zone C,Temporary,Active,Production       ,Engineers,MA,Technician,Female,Hispanic,Divorced,Fully Meets,3
2084,2021-03-30,,Active,1971-02-06,,Production Technician I,Steven Phelps,MSC,Active,Contract,Zone B,Full-Time,Active,Production       ,Sales & Marketing,MA,Assistant,Female,Hispanic,Divorced,Fully Meets,3
2085,2019-05-05,2022-01-11,982 days 00:00:00,1999-07-12,22,Production Technician I,Dana Parker,NEL,Active,Contract,Zone C,Full-Time,Voluntary,Production       ,Engineers,MA,Engineer,Female,Asian,Married,Fully Meets,3
2086,2021-05-31,2021-11-12,165 days 00:00:00,1978-11-14,43,Production Technician I,Steven Short,PL,Active,Contract,Zone A,Part-Time,Retirement,Production       ,General - Con,MA,Laborer,Female,Asian,Divorced,Fully Meets,3
2087,2019-11-21,2020-06-24,216 days 00:00:00,1959-12-19,60,Production Technician I,Drew Hawkins,PYZ,Active,Part-Time,Zone A,Full-Time,Involuntary,Production       ,Field Operations,MA,Laborer,Female,Black,Widowed,Fully Meets,3
2088,2019-07-19,,Active,1960-05-27,,Production Technician I,Wendy Adams,SVG,Active,Contract,Zone B,Full-Time,Active,Production       ,Yard (Material Handling),MA,Coordinator,Female,White,Divorced,Fully Meets,3
2089,2018-12-29,2020-07-04,553 days 00:00:00,1966-06-04,54,Production Technician I,Zachary Hanson,TNS,Active,Contract,Zone C,Part-Time,Voluntary,Production       ,Technology / It,MA,Director,Female,White,Married,Fully Meets,3
2090,2023-01-12,,Active,1942-10-30,,Production Technician II,Michelle Dickerson,EW,Active,Part-Time,Zone B,Full-Time,Active,Production       ,General - Sga,MA,Assistant,Female,Asian,Divorced,Fully Meets,3
2091,2022-11-25,,Active,1999-03-14,,Production Technician II,Christopher Wallace,MSC,Active,Contract,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Locator,Female,Black,Single,Fully Meets,3
2092,2019-11-13,,Active,1987-09-09,,Production Technician II,Sean Jones,NEL,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Field Operations,MA,Laborer,Female,Asian,Widowed,Fully Meets,3
2093,2020-09-08,2022-08-24,715 days 00:00:00,1948-05-06,74,Production Technician II,Harold Mccullough,PL,Active,Contract,Zone A,Temporary,Resignation,Production       ,General - Con,MA,Technician,Female,Hispanic,Married,Fully Meets,3
2094,2019-06-16,2021-09-07,814 days 00:00:00,1964-01-12,57,Production Technician II,Andrew Norton,PYZ,Active,Part-Time,Zone C,Part-Time,Involuntary,Production       ,Field Operations,MA,Groundman,Female,Black,Married,Fully Meets,3
2095,2023-07-14,2023-07-16,2 days 00:00:00,1997-10-19,25,Production Technician II,Allen Mckinney,SVG,Active,Full-Time,Zone A,Full-Time,Retirement,Production       ,Project Management - Con,MA,Manager,Female,Other,Divorced,Fully Meets,3
2096,2023-07-18,,Active,1985-07-17,,Production Technician II,Stephen Knight,TNS,Active,Contract,Zone C,Full-Time,Active,Production       ,Field Operations,MA,Construction Manager,Female,Black,Single,Fully Meets,3
2097,2018-12-06,2019-04-09,124 days 00:00:00,1964-02-25,55,Production Technician II,Kenneth Mathews,WBL,Active,Part-Time,Zone C,Full-Time,Retirement,Production       ,Aerial,MA,Lineman,Female,Black,Widowed,PIP,2
2098,2020-07-15,,Active,1950-05-19,,Production Technician II,Robert Mercado,BPC,Active,Part-Time,Zone B,Temporary,Active,Production       ,Catv,MA,Laborer,Female,Other,Divorced,PIP,5
2099,2018-10-30,,Active,1969-03-29,,Production Technician I,Victor Graves DVM,BPC,Active,Full-Time,Zone B,Part-Time,Active,Production       ,General - Sga,MA,Vp,Female,Hispanic,Widowed,PIP,4
2100,2022-09-13,,Active,1944-11-24,,Production Technician I,Tracey Jackson,CCDR,Active,Contract,Zone A,Temporary,Active,Production       ,Aerial,MA,Coordinator,Female,Other,Divorced,Exceeds,4
2101,2022-12-28,2023-05-13,136 days 00:00:00,1964-12-13,58,Production Technician I,Sarah Carter,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Involuntary,Production       ,Fielders,MA,Engineer,Female,Hispanic,Married,PIP,5
2102,2023-03-24,,Active,1966-01-23,,Production Technician I,Jose Harris,EW,Active,Part-Time,Zone B,Part-Time,Active,Production       ,Field Operations,MA,Driller,Female,Asian,Single,Exceeds,2
2103,2020-10-02,,Active,1986-12-25,,Production Technician I,Stephen Lester,MSC,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,MA,Construction Manager,Female,Asian,Widowed,Exceeds,5
2104,2020-09-14,,Active,1949-08-19,,Production Technician I,Ana Trujillo,TNS,Active,Contract,Zone A,Temporary,Active,Production       ,Field Operations,MA,Laborer,Female,Hispanic,Widowed,Exceeds,2
2105,2020-01-19,,Active,1960-01-27,,Production Technician I,Jennifer Campbell,PYZ,Active,Part-Time,Zone C,Part-Time,Active,Production       ,General - Sga,MA,Supervisor,Female,Hispanic,Single,Needs Improvement,4
2106,2019-04-14,2023-01-20,1377 days 00:00:00,1962-11-14,60,Production Technician I,Timothy Walters,WBL,Active,Contract,Zone C,Temporary,Resignation,Production       ,Wireline Construction,MA,Foreman,Male,White,Widowed,Exceeds,2
2107,2023-06-02,2023-07-24,52 days 00:00:00,1943-12-27,79,Production Technician I,Jesse Gilmore,NEL,Active,Contract,Zone B,Temporary,Retirement,Production       ,Field Operations,MA,Project Manager,Female,Hispanic,Widowed,Exceeds,1
2108,2022-05-09,2023-01-03,239 days 00:00:00,1978-09-19,44,Production Technician I,Austin Brown,PL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Retirement,Production       ,Field Operations,MA,Driller,Female,White,Widowed,Needs Improvement,2
2109,2021-02-23,,Active,1988-11-22,,Production Technician I,Jeremiah Harper,BPC,Active,Part-Time,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Tower Hand,Female,Other,Divorced,Exceeds,5
2110,2021-06-04,,Active,1948-05-13,,Production Technician I,Jessica Shaffer,CCDR,Active,Contract,Zone C,Temporary,Active,Production       ,General - Sga,MA,Vp,Female,Black,Single,Exceeds,4
2111,2022-03-29,2022-07-30,123 days 00:00:00,1957-05-17,65,Production Technician I,Sharon Salas,SVG,Active,Full-Time,Zone A,Temporary,Involuntary,Production       ,General - Con,MA,Lineman,Female,Asian,Single,Needs Improvement,5
2112,2019-07-30,2020-01-21,175 days 00:00:00,1943-09-24,76,Production Technician I,Cristina Davis,EW,Active,Part-Time,Zone B,Temporary,Voluntary,Production       ,Engineers,MA,Technician,Female,Other,Widowed,Exceeds,4
2113,2020-07-09,2022-12-10,884 days 00:00:00,1944-10-20,78,Production Technician I,Lisa Manning,MSC,Active,Part-Time,Zone B,Full-Time,Involuntary,Production       ,General - Con,MA,Clerk,Female,White,Widowed,Exceeds,2
2114,2019-08-24,,Active,1992-04-24,,Production Technician II,Caitlin Stokes,NEL,Active,Contract,Zone C,Part-Time,Active,Production       ,Engineers,MA,Project Manager,Female,White,Single,Exceeds,4
2115,2019-04-15,2023-05-10,1486 days 00:00:00,1978-03-30,45,Production Technician II,Kristin White,PL,Active,Contract,Zone A,Part-Time,Voluntary,Production       ,Billable Consultants,MA,Engineer,Female,Asian,Married,Exceeds,2
2116,2021-08-21,,Active,1946-09-03,,Production Technician II,David Cook,BPC,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Engineers,MA,Engineer,Female,Black,Divorced,Needs Improvement,4
2117,2020-06-22,,Active,1993-05-17,,Production Technician II,Blake Proctor,CCDR,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Laborer,Female,Hispanic,Divorced,Exceeds,2
2118,2020-01-28,,Active,2000-11-06,,Production Technician II,Sherry Le,SVG,Active,Part-Time,Zone C,Temporary,Active,Production       ,Project Management - Eng,MA,Coordinator,Female,White,Widowed,Exceeds,5
2119,2019-03-29,,Active,1941-09-10,,Production Technician II,Susan Smith,EW,Active,Part-Time,Zone A,Temporary,Active,Production       ,General - Con,MA,Foreman,Female,White,Married,Exceeds,5
2120,2018-10-05,,Active,1967-01-17,,Production Technician II,William Waters,MSC,Active,Contract,Zone C,Full-Time,Active,Production       ,Wireline Construction,MA,Lineman,Female,Asian,Divorced,Needs Improvement,2
2121,2020-08-20,,Active,1998-09-11,,Production Technician II,Angel Rhodes,TNS,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Splicing,MA,Splicer,Female,Asian,Married,Exceeds,5
2122,2021-06-11,2022-11-14,521 days 00:00:00,1975-10-21,47,Production Technician I,William Thomas,BPC,Active,Full-Time,Zone C,Temporary,Resignation,Production       ,General - Con,MA,Locator,Female,Asian,Married,Needs Improvement,5
2123,2021-09-10,,Active,1979-02-12,,Production Technician I,Jackie Tran,CCDR,Active,Contract,Zone B,Temporary,Active,Production       ,Catv,MA,Project Manager,Female,White,Widowed,Exceeds,2
2124,2023-02-21,2023-07-09,138 days 00:00:00,1950-08-09,72,Production Technician I,Kristin Lee,SVG,Voluntarily Terminated,Contract,Zone B,Temporary,Voluntary,Production       ,Wireline Construction,MA,Laborer,Female,White,Single,Exceeds,2
2125,2019-08-09,,Active,2001-05-30,,Production Technician I,Sean Ayers,EW,Active,Full-Time,Zone B,Part-Time,Active,Production       ,Engineers,MA,Project Manager,Female,White,Divorced,Exceeds,4
2126,2021-03-08,2022-10-07,578 days 00:00:00,1969-06-20,53,Production Technician I,Steven Logan,MSC,Active,Part-Time,Zone C,Temporary,Involuntary,Production       ,Technology / It,MA,Helpdesk,Female,Black,Married,PIP,1
2127,2019-07-20,,Active,1953-11-26,,Production Technician I,Pamela Davis,TNS,Active,Contract,Zone A,Part-Time,Active,Production       ,Field Operations,MA,Foreman,Female,Black,Single,Needs Improvement,4
2128,2023-03-27,,Active,1955-10-02,,Production Technician I,Catherine Lane,PYZ,Active,Full-Time,Zone A,Temporary,Active,Production       ,Field Operations,MA,Foreman,Female,Black,Widowed,Needs Improvement,2
2129,2019-10-07,,Active,1988-02-02,,Production Technician I,Samantha Alexander,WBL,Active,Part-Time,Zone B,Temporary,Active,Production       ,Field Operations,MA,Technician,Male,Other,Divorced,Needs Improvement,2
2130,2022-12-13,,Active,1973-02-24,,Production Technician I,Jade Quinn,NEL,Active,Contract,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Tower Hand,Female,Other,Married,Needs Improvement,1
2131,2020-06-06,2022-03-12,644 days 00:00:00,1951-03-12,71,Production Technician I,John Harvey,PL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Production       ,Field Operations,MA,Laborer,Female,Black,Widowed,Needs Improvement,4
2132,2022-04-25,,Active,1964-06-18,,Production Technician I,Christine Campbell,BPC,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Fielders,MA,Technician,Female,Other,Widowed,Needs Improvement,2
2133,2020-07-28,,Active,1974-08-20,,Production Technician I,Adriana Wood,CCDR,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,MA,Tower Hand,Female,Black,Single,PIP,1
2134,2022-02-28,2023-05-31,457 days 00:00:00,2001-07-09,21,Production Technician I,Vanessa Garcia,SVG,Active,Part-Time,Zone B,Temporary,Resignation,Production       ,Aerial,MA,Foreman,Female,Hispanic,Widowed,Exceeds,2
2135,2021-10-25,2023-02-18,481 days 00:00:00,1955-04-25,67,Production Technician I,Shaun Barr,EW,Active,Contract,Zone A,Part-Time,Voluntary,Production       ,Engineers,MA,Technician,Female,Asian,Married,Exceeds,2
2136,2018-09-12,2020-07-11,668 days 00:00:00,1991-10-08,28,Production Technician I,Elizabeth Ray,MSC,Active,Part-Time,Zone A,Part-Time,Involuntary,Production       ,Underground,MA,Labor,Female,Other,Divorced,Exceeds,1
2137,2022-12-31,2023-01-15,15 days 00:00:00,1962-02-21,60,Production Technician II,Joseph Guerra,CCDR,Future Start,Contract,Zone B,Full-Time,Involuntary,Production       ,General - Con,MA,Laborer,Female,Black,Married,Exceeds,5
2138,2021-11-04,2023-06-10,583 days 00:00:00,1966-08-11,56,Production Technician II,Charles Castillo,EW,Active,Contract,Zone C,Temporary,Involuntary,Production       ,Project Management - Con,MA,Evp,Female,Hispanic,Divorced,Exceeds,2
2139,2020-05-05,,Active,1968-03-30,,Production Technician II,Laura Fernandez,MSC,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Aerial,MA,Laborer,Female,White,Widowed,Exceeds,2
2140,2020-12-08,,Active,1969-08-22,,Production Technician II,Christine Bryant,NEL,Active,Contract,Zone A,Part-Time,Active,Production       ,Engineers,MA,Supervisor,Female,Black,Widowed,Exceeds,2
2141,2018-09-29,2023-05-20,1694 days 00:00:00,1946-07-25,76,Production Technician II,Andrea Simmons,PL,Active,Contract,Zone C,Full-Time,Resignation,Production       ,Aerial,MA,Foreman,Female,Hispanic,Married,Exceeds,2
2142,2020-01-09,2020-11-02,298 days 00:00:00,1965-01-25,55,Production Technician II,Jill Hubbard,PYZ,Active,Contract,Zone A,Temporary,Involuntary,Production       ,Engineers,MA,Engineer,Female,Other,Widowed,Exceeds,2
2143,2020-07-01,2022-10-31,852 days 00:00:00,1994-01-25,28,Production Technician II,Jessica Morales,SVG,Future Start,Contract,Zone A,Temporary,Involuntary,Production       ,Yard (Material Handling),MA,Coordinator,Female,Asian,Divorced,Exceeds,1
2144,2022-08-25,,Active,1998-01-28,,Production Technician II,Matthew Valdez,TNS,Active,Full-Time,Zone B,Temporary,Active,Production       ,Field Operations,MA,Laborer,Female,Hispanic,Divorced,Exceeds,2
2145,2019-02-27,,Active,1989-10-04,,Production Technician II,Alex Price,WBL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,General - Sga,MA,Coordinator,Female,Other,Divorced,Exceeds,1
2146,2019-12-25,2023-06-04,1257 days 00:00:00,1943-11-03,79,Production Technician I,Jerry Peters,MSC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Production       ,Splicing,MA,Model Assistant,Female,Other,Divorced,Exceeds,2
2147,2020-08-14,2021-10-27,439 days 00:00:00,1981-11-06,40,Production Technician I,Jessica Myers,NEL,Active,Contract,Zone B,Temporary,Involuntary,Production       ,Aerial,MA,Lineman,Female,Hispanic,Divorced,Exceeds,4
2148,2021-07-30,,Active,1949-04-21,,Production Technician I,Andrea Morales,PL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Splicing,MA,Splicer,Female,Black,Widowed,Exceeds,5
2149,2021-05-02,2023-06-27,786 days 00:00:00,1997-03-26,26,Production Technician I,Charles Williams,PYZ,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Production       ,Project Management - Con,MA,Coordinator,Female,White,Single,Exceeds,5
2150,2023-01-21,2023-03-29,67 days 00:00:00,1971-10-06,51,Production Technician I,Eric Rivera,SVG,Active,Full-Time,Zone B,Full-Time,Voluntary,Production       ,Splicing,MA,Splicer,Female,Asian,Widowed,Exceeds,5
2151,2021-01-20,2023-06-27,888 days 00:00:00,1950-12-05,72,Production Technician I,Jimmy Watkins,TNS,Active,Contract,Zone B,Temporary,Involuntary,Production       ,Fielders,MA,Engineer,Female,Hispanic,Married,Exceeds,1
2152,2020-10-07,,Active,1956-01-07,,Production Technician I,Keith Odonnell,WBL,Active,Part-Time,Zone C,Temporary,Active,Production       ,Engineers,MA,Project Manager,Female,White,Widowed,Exceeds,2
2153,2019-06-15,,Active,1944-09-10,,Production Technician I,Isaiah Giles,BPC,Active,Contract,Zone C,Part-Time,Active,Production       ,Project Management - Con,MA,Model Assistant,Female,Other,Married,Exceeds,4
2154,2022-04-28,,Active,1975-09-08,,Production Technician I,Steven Mccarthy,CCDR,Active,Part-Time,Zone A,Temporary,Active,Production       ,Field Operations,MA,Driller,Male,Other,Married,Exceeds,4
2155,2019-06-29,2023-02-19,1331 days 00:00:00,1942-02-24,81,Production Technician I,Jesse Montoya,EW,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Resignation,Production       ,Finance & Accounting,MA,Coordinator,Female,Other,Single,Exceeds,4
2156,2018-09-11,2020-03-14,550 days 00:00:00,1989-01-29,31,Production Technician I,Melissa Glass,MSC,Active,Part-Time,Zone B,Temporary,Voluntary,Production       ,Executive,MA,Manager,Female,Black,Widowed,Exceeds,3
